InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536280,PRD1020,ENAMEL MUG SET,9,2024-08-09 16:33:00,40.87,10045,Germany
536280,PRD1013,CERAMIC PLANT POT,8,2024-08-09 16:33:00,54.67,10045,Germany
536281,PRD1004,STRIPED COTTON TOTE,11,2024-09-24 13:59:00,48.02,10045,Germany
536281,PRD1001,RED RETRO ALARM CLOCK,2,2024-09-24 13:59:00,6.36,10045,Germany
536281,PRD1017,HANGING DECORATION,10,2024-09-24 13:59:00,27.47,10045,Germany
536281,PRD1019,SILK SCARF,2,2024-09-24 13:59:00,31.08,10045,Germany
536282,PRD1021,WOODEN TOY TRAIN,6,2024-12-01 12:25:00,31.16,10045,Germany
536282,PRD1001,RED RETRO ALARM CLOCK,4,2024-12-01 12:25:00,6.36,10045,Germany
536282,PRD1009,WOODEN PHOTO FRAME,4,2024-12-01 12:25:00,56.95,10045,Germany
536283,PRD1016,PAPER GIFT TAGS SET,8,2024-05-18 16:11:00,14.09,10046,United Kingdom
536284,PRD1007,SMALL GLASS JAR,3,2024-01-21 13:28:00,25.31,10046,United Kingdom
536284,PRD1019,SILK SCARF,1,2024-01-21 13:28:00,21.08,10046,United Kingdom
536284,PRD1015,LEATHER KEY FOB,8,2024-01-21 13:28:00,13.37,10046,United Kingdom
536284,PRD1009,WOODEN PHOTO FRAME,8,2024-01-21 13:28:00,38.63,10046,United Kingdom
536284,PRD1003,BLUE GLASS VASE,9,2024-01-21 13:28:00,14.77,10046,United Kingdom
536285,PRD1005,PAPER PARTY BUNTING,2,2024-05-22 09:16:00,17.68,10046,United Kingdom
536285,PRD1015,LEATHER KEY FOB,1,2024-05-22 09:16:00,13.37,10046,United Kingdom
536286,PRD1019,SILK SCARF,7,2024-04-06 08:59:00,17.77,10047,United Kingdom
536286,PRD1022,LACE DOILY SET,7,2024-04-06 08:59:00,23.46,10047,United Kingdom
536286,PRD1005,PAPER PARTY BUNTING,1,2024-04-06 08:59:00,14.9,10047,United Kingdom
536286,PRD1018,FELT CHRISTMAS STOCKING,8,2024-04-06 08:59:00,6.82,10047,United Kingdom
536286,PRD1015,LEATHER KEY FOB,9,2024-04-06 08:59:00,11.27,10047,United Kingdom
536287,PRD1020,ENAMEL MUG SET,1,2024-06-05 14:44:00,23.37,10047,United Kingdom
536287,PRD1003,BLUE GLASS VASE,10,2024-06-05 14:44:00,12.45,10047,United Kingdom
536287,PRD1019,SILK SCARF,4,2024-06-05 14:44:00,17.77,10047,United Kingdom
536287,PRD1009,WOODEN PHOTO FRAME,11,2024-06-05 14:44:00,32.57,10047,United Kingdom
536288,PRD1014,RETRO TIN SIGN,10,2024-05-08 08:59:00,3.43,10047,United Kingdom
536288,PRD1019,SILK SCARF,6,2024-05-08 08:59:00,17.77,10047,United Kingdom
536289,PRD1018,FELT CHRISTMAS STOCKING,1,2024-05-18 08:42:00,6.82,10047,United Kingdom
536289,PRD1023,EMBROIDERED CUSHION,4,2024-05-18 08:42:00,3.38,10047,United Kingdom
536289,PRD1021,WOODEN TOY TRAIN,4,2024-05-18 08:42:00,17.82,10047,United Kingdom
536289,PRD1005,PAPER PARTY BUNTING,1,2024-05-18 08:42:00,14.9,10047,United Kingdom
536290,PRD1017,HANGING DECORATION,4,2024-05-15 16:50:00,14.94,10048,Belgium
536290,PRD1022,LACE DOILY SET,7,2024-05-15 16:50:00,22.3,10048,Belgium
536290,PRD1013,CERAMIC PLANT POT,11,2024-05-15 16:50:00,29.73,10048,Belgium
536291,PRD1001,RED RETRO ALARM CLOCK,6,2024-05-30 11:53:00,3.46,10048,Belgium
536291,PRD1011,GLASS CANDLE HOLDER,6,2024-05-30 11:53:00,24.15,10048,Belgium
536291,PRD1007,SMALL GLASS JAR,1,2024-05-30 11:53:00,20.29,10048,Belgium
536291,PRD1016,PAPER GIFT TAGS SET,11,2024-05-30 11:53:00,11.3,10048,Belgium
536291,PRD1010,TIN STORAGE CANISTER,2,2024-05-30 11:53:00,14.72,10048,Belgium
536292,PRD1015,LEATHER KEY FOB,10,2024-04-19 09:27:00,10.72,10048,Belgium
536292,PRD1012,COTTON TEA TOWEL,2,2024-04-19 09:27:00,27.52,10048,Belgium
536293,PRD1021,WOODEN TOY TRAIN,11,2023-12-30 10:24:00,18.4,10049,United Kingdom
536294,PRD1013,CERAMIC PLANT POT,5,2024-02-16 17:55:00,32.29,10049,United Kingdom
536294,PRD1001,RED RETRO ALARM CLOCK,9,2024-02-16 17:55:00,3.75,10049,United Kingdom
536294,PRD1018,FELT CHRISTMAS STOCKING,7,2024-02-16 17:55:00,7.05,10049,United Kingdom
536294,PRD1017,HANGING DECORATION,2,2024-02-16 17:55:00,16.22,10049,United Kingdom
536295,PRD1009,WOODEN PHOTO FRAME,1,2023-12-27 09:07:00,23.12,10050,United Kingdom
536295,PRD1023,EMBROIDERED CUSHION,10,2023-12-27 09:07:00,2.4,10050,United Kingdom
536295,PRD1003,BLUE GLASS VASE,7,2023-12-27 09:07:00,8.84,10050,United Kingdom
536295,PRD1002,VINTAGE WOODEN BOX,9,2023-12-27 09:07:00,10.5,10050,United Kingdom
536296,PRD1015,LEATHER KEY FOB,5,2024-10-06 15:52:00,28.63,10051,France
536296,PRD1006,METAL WALL CLOCK,7,2024-10-06 15:52:00,61.17,10051,France
536296,PRD1012,COTTON TEA TOWEL,11,2024-10-06 15:52:00,73.49,10051,France
536296,PRD1014,RETRO TIN SIGN,11,2024-10-06 15:52:00,8.72,10051,France
536296,PRD1003,BLUE GLASS VASE,7,2024-10-06 15:52:00,31.62,10051,France
536297,PRD1012,COTTON TEA TOWEL,7,2024-11-12 10:28:00,73.49,10051,France
536297,PRD1008,KNITTED WOOL SCARF,2,2024-11-12 10:28:00,85.93,10051,France
536297,PRD1013,CERAMIC PLANT POT,5,2024-11-12 10:28:00,79.4,10051,France
536297,PRD1005,PAPER PARTY BUNTING,7,2024-11-12 10:28:00,37.84,10051,France
536297,PRD1002,VINTAGE WOODEN BOX,6,2024-11-12 10:28:00,37.57,10051,France
536298,PRD1002,VINTAGE WOODEN BOX,1,2024-11-06 14:31:00,37.57,10051,France
536298,PRD1008,KNITTED WOOL SCARF,7,2024-11-06 14:31:00,85.93,10051,France
536299,PRD1002,VINTAGE WOODEN BOX,11,2024-10-15 12:15:00,37.57,10051,France
536299,PRD1012,COTTON TEA TOWEL,3,2024-10-15 12:15:00,73.49,10051,France
536299,PRD1020,ENAMEL MUG SET,3,2024-10-15 12:15:00,59.35,10051,France
536300,PRD1009,WOODEN PHOTO FRAME,7,2024-10-11 12:26:00,82.7,10051,France
536300,PRD1008,KNITTED WOOL SCARF,6,2024-10-11 12:26:00,85.93,10051,France
536301,PRD1022,LACE DOILY SET,3,2024-11-08 13:26:00,59.57,10051,France
536301,PRD1012,COTTON TEA TOWEL,11,2024-11-08 13:26:00,73.49,10051,France
536302,PRD1014,RETRO TIN SIGN,9,2024-11-03 12:00:00,8.72,10051,France
536302,PRD1003,BLUE GLASS VASE,11,2024-11-03 12:00:00,31.62,10051,France
536302,PRD1002,VINTAGE WOODEN BOX,7,2024-11-03 12:00:00,37.57,10051,France
536303,PRD1020,ENAMEL MUG SET,7,2024-11-30 10:39:00,59.35,10051,France
536303,PRD1023,EMBROIDERED CUSHION,3,2024-11-30 10:39:00,8.59,10051,France
536303,PRD1018,FELT CHRISTMAS STOCKING,5,2024-11-30 10:39:00,17.33,10051,France
536303,PRD1003,BLUE GLASS VASE,2,2024-11-30 10:39:00,31.62,10051,France
536303,PRD1012,COTTON TEA TOWEL,1,2024-11-30 10:39:00,73.49,10051,France
536304,PRD1018,FELT CHRISTMAS STOCKING,5,2024-11-23 11:39:00,17.33,10051,France
536304,PRD1003,BLUE GLASS VASE,4,2024-11-23 11:39:00,31.62,10051,France
536304,PRD1007,SMALL GLASS JAR,4,2024-11-23 11:39:00,54.19,10051,France
536304,PRD1004,STRIPED COTTON TOTE,1,2024-11-23 11:39:00,69.74,10051,France
536304,PRD1012,COTTON TEA TOWEL,4,2024-11-23 11:39:00,73.49,10051,France
536305,PRD1015,LEATHER KEY FOB,1,2024-11-01 14:04:00,28.63,10051,France
536306,PRD1004,STRIPED COTTON TOTE,9,2024-11-03 09:25:00,69.74,10051,France
536307,PRD1009,WOODEN PHOTO FRAME,7,2024-11-04 15:52:00,82.7,10051,France
536307,PRD1000,WHITE CERAMIC MUG,2,2024-11-04 15:52:00,69.93,10051,France
536307,PRD1017,HANGING DECORATION,11,2024-11-04 15:52:00,39.9,10051,France
536307,PRD1014,RETRO TIN SIGN,4,2024-11-04 15:52:00,8.72,10051,France
536307,PRD1011,GLASS CANDLE HOLDER,7,2024-11-04 15:52:00,64.5,10051,France
536308,PRD1023,EMBROIDERED CUSHION,6,2024-11-30 15:29:00,8.59,10051,France
536308,PRD1008,KNITTED WOOL SCARF,10,2024-11-30 15:29:00,85.93,10051,France
536309,PRD1016,PAPER GIFT TAGS SET,6,2024-11-23 13:32:00,30.18,10051,France
536309,PRD1003,BLUE GLASS VASE,10,2024-11-23 13:32:00,31.62,10051,France
536310,PRD1022,LACE DOILY SET,3,2024-11-17 08:15:00,67.59,10052,United Kingdom
536310,PRD1012,COTTON TEA TOWEL,9,2024-11-17 08:15:00,83.38,10052,United Kingdom
536311,PRD1018,FELT CHRISTMAS STOCKING,2,2024-10-17 12:29:00,19.66,10052,United Kingdom
536312,PRD1006,METAL WALL CLOCK,2,2024-10-08 15:27:00,69.4,10052,United Kingdom
536312,PRD1014,RETRO TIN SIGN,8,2024-10-08 15:27:00,9.9,10052,United Kingdom
536312,PRD1016,PAPER GIFT TAGS SET,8,2024-10-08 15:27:00,34.24,10052,United Kingdom
536313,PRD1000,WHITE CERAMIC MUG,4,2024-11-05 12:50:00,79.35,10052,United Kingdom
536313,PRD1003,BLUE GLASS VASE,7,2024-11-05 12:50:00,35.88,10052,United Kingdom
536313,PRD1013,CERAMIC PLANT POT,5,2024-11-05 12:50:00,90.08,10052,United Kingdom
536313,PRD1016,PAPER GIFT TAGS SET,2,2024-11-05 12:50:00,34.24,10052,United Kingdom
536314,PRD1018,FELT CHRISTMAS STOCKING,8,2024-10-08 15:41:00,19.66,10052,United Kingdom
536314,PRD1021,WOODEN TOY TRAIN,1,2024-10-08 15:41:00,51.34,10052,United Kingdom
536314,PRD1002,VINTAGE WOODEN BOX,9,2024-10-08 15:41:00,42.62,10052,United Kingdom
536315,PRD1022,LACE DOILY SET,5,2024-11-23 11:12:00,67.59,10052,United Kingdom
536315,PRD1001,RED RETRO ALARM CLOCK,6,2024-11-23 11:12:00,10.47,10052,United Kingdom
536315,PRD1004,STRIPED COTTON TOTE,3,2024-11-23 11:12:00,79.12,10052,United Kingdom
536316,PRD1015,LEATHER KEY FOB,4,2024-11-18 12:50:00,32.48,10052,United Kingdom
536316,PRD1003,BLUE GLASS VASE,10,2024-11-18 12:50:00,35.88,10052,United Kingdom
536316,PRD1014,RETRO TIN SIGN,8,2024-11-18 12:50:00,9.9,10052,United Kingdom
536316,PRD1008,KNITTED WOOL SCARF,5,2024-11-18 12:50:00,97.5,10052,United Kingdom
536316,PRD1005,PAPER PARTY BUNTING,1,2024-11-18 12:50:00,42.93,10052,United Kingdom
536317,PRD1004,STRIPED COTTON TOTE,7,2024-10-24 13:08:00,79.12,10052,United Kingdom
536317,PRD1022,LACE DOILY SET,6,2024-10-24 13:08:00,67.59,10052,United Kingdom
536317,PRD1018,FELT CHRISTMAS STOCKING,4,2024-10-24 13:08:00,19.66,10052,United Kingdom
536317,PRD1001,RED RETRO ALARM CLOCK,8,2024-10-24 13:08:00,10.47,10052,United Kingdom
536318,PRD1008,KNITTED WOOL SCARF,1,2024-11-25 15:40:00,97.5,10052,United Kingdom
536319,PRD1002,VINTAGE WOODEN BOX,1,2024-10-03 14:35:00,42.62,10052,United Kingdom
536319,PRD1013,CERAMIC PLANT POT,6,2024-10-03 14:35:00,90.08,10052,United Kingdom
536319,PRD1021,WOODEN TOY TRAIN,3,2024-10-03 14:35:00,51.34,10052,United Kingdom
536319,PRD1012,COTTON TEA TOWEL,11,2024-10-03 14:35:00,83.38,10052,United Kingdom
536319,PRD1019,SILK SCARF,4,2024-10-03 14:35:00,51.21,10052,United Kingdom
536320,PRD1001,RED RETRO ALARM CLOCK,3,2024-10-14 13:39:00,10.47,10052,United Kingdom
536320,PRD1004,STRIPED COTTON TOTE,5,2024-10-14 13:39:00,79.12,10052,United Kingdom
536321,PRD1003,BLUE GLASS VASE,6,2024-10-14 15:32:00,35.88,10052,United Kingdom
536322,PRD1020,ENAMEL MUG SET,3,2024-11-09 15:50:00,67.34,10052,United Kingdom
536322,PRD1014,RETRO TIN SIGN,11,2024-11-09 15:50:00,9.9,10052,United Kingdom
536322,PRD1015,LEATHER KEY FOB,3,2024-11-09 15:50:00,32.48,10052,United Kingdom
536322,PRD1011,GLASS CANDLE HOLDER,11,2024-11-09 15:50:00,73.18,10052,United Kingdom
536322,PRD1021,WOODEN TOY TRAIN,6,2024-11-09 15:50:00,51.34,10052,United Kingdom
536323,PRD1019,SILK SCARF,7,2024-11-26 10:21:00,51.21,10052,United Kingdom
536324,PRD1019,SILK SCARF,6,2024-11-03 16:46:00,51.21,10052,United Kingdom
536325,PRD1009,WOODEN PHOTO FRAME,7,2024-11-27 08:30:00,93.83,10052,United Kingdom
536325,PRD1021,WOODEN TOY TRAIN,1,2024-11-27 08:30:00,51.34,10052,United Kingdom
536325,PRD1007,SMALL GLASS JAR,9,2024-11-27 08:30:00,61.48,10052,United Kingdom
536325,PRD1001,RED RETRO ALARM CLOCK,6,2024-11-27 08:30:00,10.47,10052,United Kingdom
536326,PRD1020,ENAMEL MUG SET,11,2024-11-14 08:53:00,67.34,10052,United Kingdom
536326,PRD1011,GLASS CANDLE HOLDER,2,2024-11-14 08:53:00,73.18,10052,United Kingdom
536327,PRD1001,RED RETRO ALARM CLOCK,9,2024-10-06 13:01:00,10.47,10052,United Kingdom
536327,PRD1005,PAPER PARTY BUNTING,11,2024-10-06 13:01:00,42.93,10052,United Kingdom
536327,PRD1000,WHITE CERAMIC MUG,10,2024-10-06 13:01:00,79.35,10052,United Kingdom
536328,PRD1016,PAPER GIFT TAGS SET,9,2024-11-29 08:50:00,34.24,10052,United Kingdom
536328,PRD1009,WOODEN PHOTO FRAME,10,2024-11-29 08:50:00,93.83,10052,United Kingdom
536328,PRD1001,RED RETRO ALARM CLOCK,10,2024-11-29 08:50:00,10.47,10052,United Kingdom
536328,PRD1012,COTTON TEA TOWEL,2,2024-11-29 08:50:00,83.38,10052,United Kingdom
536328,PRD1000,WHITE CERAMIC MUG,4,2024-11-29 08:50:00,79.35,10052,United Kingdom
536329,PRD1021,WOODEN TOY TRAIN,5,2024-10-26 16:54:00,51.34,10052,United Kingdom
536329,PRD1008,KNITTED WOOL SCARF,8,2024-10-26 16:54:00,97.5,10052,United Kingdom
536329,PRD1012,COTTON TEA TOWEL,8,2024-10-26 16:54:00,83.38,10052,United Kingdom
536329,PRD1006,METAL WALL CLOCK,7,2024-10-26 16:54:00,69.4,10052,United Kingdom
536329,PRD1023,EMBROIDERED CUSHION,4,2024-10-26 16:54:00,9.74,10052,United Kingdom
536330,PRD1007,SMALL GLASS JAR,10,2024-04-27 11:07:00,15.45,10053,United Kingdom
536330,PRD1006,METAL WALL CLOCK,8,2024-04-27 11:07:00,17.44,10053,United Kingdom
536331,PRD1017,HANGING DECORATION,5,2024-06-30 11:55:00,11.38,10053,United Kingdom
536331,PRD1019,SILK SCARF,5,2024-06-30 11:55:00,12.87,10053,United Kingdom
536331,PRD1010,TIN STORAGE CANISTER,6,2024-06-30 11:55:00,11.21,10053,United Kingdom
536332,PRD1002,VINTAGE WOODEN BOX,7,2024-10-22 16:33:00,23.16,10054,United Kingdom
536332,PRD1013,CERAMIC PLANT POT,8,2024-10-22 16:33:00,48.96,10054,United Kingdom
536333,PRD1000,WHITE CERAMIC MUG,6,2024-08-09 16:17:00,43.12,10054,United Kingdom
536333,PRD1018,FELT CHRISTMAS STOCKING,9,2024-08-09 16:17:00,10.68,10054,United Kingdom
536333,PRD1009,WOODEN PHOTO FRAME,4,2024-08-09 16:17:00,51.0,10054,United Kingdom
536333,PRD1012,COTTON TEA TOWEL,3,2024-08-09 16:17:00,45.32,10054,United Kingdom
536334,PRD1018,FELT CHRISTMAS STOCKING,11,2024-08-23 16:48:00,10.68,10054,United Kingdom
536334,PRD1013,CERAMIC PLANT POT,8,2024-08-23 16:48:00,48.96,10054,United Kingdom
536334,PRD1012,COTTON TEA TOWEL,10,2024-08-23 16:48:00,45.32,10054,United Kingdom
536334,PRD1008,KNITTED WOOL SCARF,1,2024-08-23 16:48:00,52.99,10054,United Kingdom
536334,PRD1007,SMALL GLASS JAR,8,2024-08-23 16:48:00,33.41,10054,United Kingdom
536335,PRD1015,LEATHER KEY FOB,11,2024-11-03 14:30:00,17.65,10054,United Kingdom
536336,PRD1000,WHITE CERAMIC MUG,7,2024-11-28 14:04:00,43.12,10054,United Kingdom
536336,PRD1018,FELT CHRISTMAS STOCKING,2,2024-11-28 14:04:00,10.68,10054,United Kingdom
536336,PRD1005,PAPER PARTY BUNTING,11,2024-11-28 14:04:00,23.33,10054,United Kingdom
536336,PRD1015,LEATHER KEY FOB,7,2024-11-28 14:04:00,17.65,10054,United Kingdom
536336,PRD1012,COTTON TEA TOWEL,7,2024-11-28 14:04:00,45.32,10054,United Kingdom
536337,PRD1013,CERAMIC PLANT POT,2,2024-10-30 17:09:00,48.96,10054,United Kingdom
536337,PRD1001,RED RETRO ALARM CLOCK,1,2024-10-30 17:09:00,5.69,10054,United Kingdom
536337,PRD1003,BLUE GLASS VASE,2,2024-10-30 17:09:00,19.5,10054,United Kingdom
536337,PRD1000,WHITE CERAMIC MUG,8,2024-10-30 17:09:00,43.12,10054,United Kingdom
536338,PRD1000,WHITE CERAMIC MUG,1,2024-09-03 13:09:00,43.12,10054,United Kingdom
536338,PRD1019,SILK SCARF,7,2024-09-03 13:09:00,27.83,10054,United Kingdom
536339,PRD1007,SMALL GLASS JAR,2,2024-10-06 12:36:00,33.41,10054,United Kingdom
536339,PRD1001,RED RETRO ALARM CLOCK,5,2024-10-06 12:36:00,5.69,10054,United Kingdom
536339,PRD1018,FELT CHRISTMAS STOCKING,7,2024-10-06 12:36:00,10.68,10054,United Kingdom
536339,PRD1015,LEATHER KEY FOB,2,2024-10-06 12:36:00,17.65,10054,United Kingdom
536340,PRD1006,METAL WALL CLOCK,6,2024-08-21 16:23:00,37.72,10054,United Kingdom
536340,PRD1010,TIN STORAGE CANISTER,10,2024-08-21 16:23:00,24.24,10054,United Kingdom
536341,PRD1009,WOODEN PHOTO FRAME,6,2024-09-29 15:32:00,51.0,10054,United Kingdom
536341,PRD1019,SILK SCARF,10,2024-09-29 15:32:00,27.83,10054,United Kingdom
536341,PRD1011,GLASS CANDLE HOLDER,1,2024-09-29 15:32:00,39.77,10054,United Kingdom
536341,PRD1012,COTTON TEA TOWEL,6,2024-09-29 15:32:00,45.32,10054,United Kingdom
536342,PRD1002,VINTAGE WOODEN BOX,7,2024-11-08 08:45:00,41.7,10055,United Kingdom
536342,PRD1006,METAL WALL CLOCK,6,2024-11-08 08:45:00,67.9,10055,United Kingdom
536342,PRD1018,FELT CHRISTMAS STOCKING,2,2024-11-08 08:45:00,19.23,10055,United Kingdom
536342,PRD1001,RED RETRO ALARM CLOCK,5,2024-11-08 08:45:00,10.25,10055,United Kingdom
536342,PRD1000,WHITE CERAMIC MUG,3,2024-11-08 08:45:00,77.62,10055,United Kingdom
536343,PRD1009,WOODEN PHOTO FRAME,2,2024-11-23 17:48:00,91.8,10055,United Kingdom
536343,PRD1006,METAL WALL CLOCK,4,2024-11-23 17:48:00,67.9,10055,United Kingdom
536344,PRD1007,SMALL GLASS JAR,5,2024-11-02 12:39:00,60.15,10055,United Kingdom
536345,PRD1003,BLUE GLASS VASE,3,2024-12-01 15:00:00,35.1,10055,United Kingdom
536345,PRD1007,SMALL GLASS JAR,5,2024-12-01 15:00:00,60.15,10055,United Kingdom
536345,PRD1005,PAPER PARTY BUNTING,9,2024-12-01 15:00:00,42.0,10055,United Kingdom
536345,PRD1008,KNITTED WOOL SCARF,11,2024-12-01 15:00:00,95.38,10055,United Kingdom
536346,PRD1005,PAPER PARTY BUNTING,10,2024-11-01 08:00:00,42.0,10055,United Kingdom
536347,PRD1022,LACE DOILY SET,3,2024-10-05 12:39:00,66.12,10055,United Kingdom
536347,PRD1013,CERAMIC PLANT POT,6,2024-10-05 12:39:00,88.13,10055,United Kingdom
536347,PRD1018,FELT CHRISTMAS STOCKING,7,2024-10-05 12:39:00,19.23,10055,United Kingdom
536348,PRD1000,WHITE CERAMIC MUG,3,2024-11-03 11:37:00,77.62,10055,United Kingdom
536349,PRD1011,GLASS CANDLE HOLDER,1,2024-11-26 14:19:00,71.59,10055,United Kingdom
536350,PRD1007,SMALL GLASS JAR,6,2024-10-26 08:34:00,60.15,10055,United Kingdom
536351,PRD1000,WHITE CERAMIC MUG,1,2024-11-03 15:55:00,77.62,10055,United Kingdom
536351,PRD1023,EMBROIDERED CUSHION,6,2024-11-03 15:55:00,9.53,10055,United Kingdom
536352,PRD1006,METAL WALL CLOCK,2,2024-11-26 09:33:00,67.9,10055,United Kingdom
536352,PRD1004,STRIPED COTTON TOTE,10,2024-11-26 09:33:00,77.41,10055,United Kingdom
536352,PRD1011,GLASS CANDLE HOLDER,7,2024-11-26 09:33:00,71.59,10055,United Kingdom
536353,PRD1005,PAPER PARTY BUNTING,8,2024-10-06 08:58:00,42.0,10055,United Kingdom
536353,PRD1009,WOODEN PHOTO FRAME,2,2024-10-06 08:58:00,91.8,10055,United Kingdom
536353,PRD1004,STRIPED COTTON TOTE,4,2024-10-06 08:58:00,77.41,10055,United Kingdom
536354,PRD1010,TIN STORAGE CANISTER,11,2024-11-28 14:34:00,43.63,10055,United Kingdom
536354,PRD1009,WOODEN PHOTO FRAME,11,2024-11-28 14:34:00,91.8,10055,United Kingdom
536354,PRD1016,PAPER GIFT TAGS SET,3,2024-11-28 14:34:00,33.49,10055,United Kingdom
536355,PRD1012,COTTON TEA TOWEL,10,2024-10-03 14:00:00,81.57,10055,United Kingdom
536355,PRD1006,METAL WALL CLOCK,6,2024-10-03 14:00:00,67.9,10055,United Kingdom
536355,PRD1000,WHITE CERAMIC MUG,1,2024-10-03 14:00:00,77.62,10055,United Kingdom
536356,PRD1012,COTTON TEA TOWEL,9,2024-11-28 16:06:00,81.57,10055,United Kingdom
536357,PRD1013,CERAMIC PLANT POT,10,2024-10-03 13:10:00,88.13,10055,United Kingdom
536358,PRD1012,COTTON TEA TOWEL,1,2024-10-16 17:16:00,81.57,10055,United Kingdom
536358,PRD1005,PAPER PARTY BUNTING,2,2024-10-16 17:16:00,42.0,10055,United Kingdom
536358,PRD1002,VINTAGE WOODEN BOX,2,2024-10-16 17:16:00,41.7,10055,United Kingdom
536359,PRD1018,FELT CHRISTMAS STOCKING,11,2024-10-24 11:09:00,19.23,10055,United Kingdom
536359,PRD1004,STRIPED COTTON TOTE,3,2024-10-24 11:09:00,77.41,10055,United Kingdom
536359,PRD1003,BLUE GLASS VASE,4,2024-10-24 11:09:00,35.1,10055,United Kingdom
536359,PRD1006,METAL WALL CLOCK,4,2024-10-24 11:09:00,67.9,10055,United Kingdom
536360,PRD1003,BLUE GLASS VASE,7,2024-10-11 09:58:00,35.1,10055,United Kingdom
536361,PRD1023,EMBROIDERED CUSHION,10,2024-11-13 12:54:00,9.53,10055,United Kingdom
536361,PRD1018,FELT CHRISTMAS STOCKING,11,2024-11-13 12:54:00,19.23,10055,United Kingdom
536361,PRD1006,METAL WALL CLOCK,2,2024-11-13 12:54:00,67.9,10055,United Kingdom
536361,PRD1009,WOODEN PHOTO FRAME,8,2024-11-13 12:54:00,91.8,10055,United Kingdom
536361,PRD1002,VINTAGE WOODEN BOX,7,2024-11-13 12:54:00,41.7,10055,United Kingdom
536362,PRD1020,ENAMEL MUG SET,4,2024-12-01 09:54:00,65.88,10055,United Kingdom
536362,PRD1003,BLUE GLASS VASE,9,2024-12-01 09:54:00,35.1,10055,United Kingdom
536362,PRD1013,CERAMIC PLANT POT,11,2024-12-01 09:54:00,88.13,10055,United Kingdom
536363,PRD1021,WOODEN TOY TRAIN,1,2024-06-30 10:31:00,23.9,10056,United Kingdom
536363,PRD1018,FELT CHRISTMAS STOCKING,5,2024-06-30 10:31:00,9.15,10056,United Kingdom
536363,PRD1020,ENAMEL MUG SET,3,2024-06-30 10:31:00,31.35,10056,United Kingdom
536363,PRD1007,SMALL GLASS JAR,1,2024-06-30 10:31:00,28.62,10056,United Kingdom
536364,PRD1019,SILK SCARF,9,2024-06-12 13:09:00,23.84,10056,United Kingdom
536364,PRD1018,FELT CHRISTMAS STOCKING,5,2024-06-12 13:09:00,9.15,10056,United Kingdom
536364,PRD1005,PAPER PARTY BUNTING,8,2024-06-12 13:09:00,19.99,10056,United Kingdom
536364,PRD1020,ENAMEL MUG SET,11,2024-06-12 13:09:00,31.35,10056,United Kingdom
536364,PRD1010,TIN STORAGE CANISTER,10,2024-06-12 13:09:00,20.76,10056,United Kingdom
536365,PRD1007,SMALL GLASS JAR,2,2024-04-17 16:57:00,28.62,10056,United Kingdom
536365,PRD1000,WHITE CERAMIC MUG,8,2024-04-17 16:57:00,36.94,10056,United Kingdom
536366,PRD1023,EMBROIDERED CUSHION,3,2024-06-23 17:49:00,4.53,10056,United Kingdom
536366,PRD1021,WOODEN TOY TRAIN,9,2024-06-23 17:49:00,23.9,10056,United Kingdom
536366,PRD1012,COTTON TEA TOWEL,7,2024-06-23 17:49:00,38.82,10056,United Kingdom
536367,PRD1010,TIN STORAGE CANISTER,9,2023-12-23 13:01:00,12.86,10057,France
536367,PRD1008,KNITTED WOOL SCARF,6,2023-12-23 13:01:00,28.11,10057,France
536367,PRD1004,STRIPED COTTON TOTE,5,2023-12-23 13:01:00,22.82,10057,France
536367,PRD1011,GLASS CANDLE HOLDER,3,2023-12-23 13:01:00,21.1,10057,France
536367,PRD1018,FELT CHRISTMAS STOCKING,5,2023-12-23 13:01:00,5.67,10057,France
536368,PRD1019,SILK SCARF,5,2024-02-11 10:36:00,14.77,10057,France
536368,PRD1004,STRIPED COTTON TOTE,4,2024-02-11 10:36:00,22.82,10057,France
536368,PRD1012,COTTON TEA TOWEL,6,2024-02-11 10:36:00,24.04,10057,France
536368,PRD1015,LEATHER KEY FOB,4,2024-02-11 10:36:00,9.37,10057,France
536368,PRD1006,METAL WALL CLOCK,9,2024-02-11 10:36:00,20.01,10057,France
536369,PRD1011,GLASS CANDLE HOLDER,6,2024-09-25 08:37:00,44.62,10058,Spain
536369,PRD1010,TIN STORAGE CANISTER,5,2024-09-25 08:37:00,27.19,10058,Spain
536370,PRD1015,LEATHER KEY FOB,6,2024-11-03 14:36:00,19.81,10058,Spain
536370,PRD1002,VINTAGE WOODEN BOX,1,2024-11-03 14:36:00,25.99,10058,Spain
536370,PRD1004,STRIPED COTTON TOTE,6,2024-11-03 14:36:00,48.25,10058,Spain
536371,PRD1006,METAL WALL CLOCK,7,2024-11-13 16:02:00,42.32,10058,Spain
536372,PRD1023,EMBROIDERED CUSHION,11,2024-09-10 11:48:00,5.94,10058,Spain
536372,PRD1022,LACE DOILY SET,3,2024-09-10 11:48:00,41.21,10058,Spain
536372,PRD1013,CERAMIC PLANT POT,2,2024-09-10 11:48:00,54.93,10058,Spain
536372,PRD1003,BLUE GLASS VASE,5,2024-09-10 11:48:00,21.88,10058,Spain
536373,PRD1014,RETRO TIN SIGN,3,2024-11-18 16:51:00,6.03,10058,Spain
